min_entry_score,rsi_oversold,stoch_oversold,bb_std,chandelier_multiplier,position_size_pct,total_trades,winning_trades,losing_trades,win_rate,total_pnl,return_pct,profit_factor,final_capital
2,25,20,1.5,2.5,0.5,217,29,188,13.36405529953917,-678229.0136082559,-6.782290136082526,0.4274738715926478,9321770.986391747
2,25,20,1.5,2.5,0.7,217,29,188,13.36405529953917,-938235.0830666609,-9.382350830666535,0.4280784286973355,9061764.916933347
2,25,20,1.5,3.0,0.3,221,39,182,17.647058823529413,-440387.92299024947,-4.4038792299024765,0.5228614137816786,9559612.077009752
2,25,20,1.5,3.0,0.5,221,39,182,17.647058823529413,-725235.4913383732,-7.25235491338361,0.5217664830943772,9274764.508661639
2,25,20,1.5,3.0,0.7,221,39,182,17.647058823529413,-1003219.0180869806,-10.03219018086981,0.5207085151551349,8996780.981913019
2,25,20,1.5,3.5,0.3,219,51,168,23.28767123287671,-365645.8159248787,-3.6564581592487357,0.6965205036189551,9634354.184075126
2,25,20,1.5,3.5,0.5,219,51,168,23.28767123287671,-606624.2600388401,-6.06624260038849,0.6943647774133412,9393375.739961151
2,25,20,1.5,3.5,0.7,219,51,168,23.28767123287671,-845216.7773049353,-8.45216777304936,0.692208464026587,9154783.222695064
2,25,20,2.0,2.0,0.3,180,18,162,10.0,-353866.3492576082,-3.538663492576033,0.26185773359269393,9646133.650742397
2,25,20,2.0,2.0,0.5,180,18,162,10.0,-583253.3185149548,-5.832533185149617,0.26070945886907293,9416746.681485038
2,25,20,2.0,2.0,0.7,180,18,162,10.0,-807546.1480651572,-8.075461480651535,0.25956423983434157,9192453.851934846
2,25,20,2.0,2.5,0.3,187,28,159,14.973262032085561,-391307.9549978578,-3.913079549978692,0.4239180335314436,9608692.04500213
2,25,20,2.0,2.5,0.5,187,28,159,14.973262032085561,-644833.8912184443,-6.448338912184425,0.4235467454598035,9355166.108781558
2,25,20,2.0,2.5,0.7,187,28,159,14.973262032085561,-892606.6319331052,-8.926066319331099,0.42319241297001137,9107393.36806689
2,25,20,2.0,3.0,0.3,189,37,152,19.576719576719576,-401387.0723694293,-4.0138707236943025,0.5541496656025827,9598612.92763057
2,25,20,2.0,3.0,0.5,189,37,152,19.576719576719576,-662173.1234461567,-6.621731234461666,0.5523200595815846,9337826.876553833
2,25,20,2.0,3.0,0.7,189,37,152,19.576719576719576,-917581.2584416592,-9.175812584416587,0.5505157661050739,9082418.741558341
2,25,20,2.0,3.5,0.3,186,48,138,25.806451612903224,-340129.2810745726,-3.401292810745798,0.6939641515482904,9659870.71892542
2,25,20,2.0,3.5,0.5,186,48,138,25.806451612903224,-564665.7458264232,-5.646657458264083,0.6913630751085013,9435334.254173592
2,25,20,2.0,3.5,0.7,186,48,138,25.806451612903224,-787291.3284354964,-7.872913284355029,0.6887561433711618,9212708.671564497
2,25,20,2.5,2.0,0.3,151,15,136,9.933774834437086,-391494.9064217992,-3.914949064217936,0.2046690407706331,9608505.093578206
2,25,20,2.5,2.0,0.5,151,15,136,9.933774834437086,-644494.2348625516,-6.44494234862538,0.20382167301055756,9355505.765137462
2,25,20,2.5,2.0,0.7,151,15,136,9.933774834437086,-891266.0696361503,-8.912660696361531,0.20298386540549582,9108733.930363847
2,25,20,2.5,2.5,0.3,156,24,132,15.384615384615385,-468722.1431016505,-4.687221431016661,0.3534381076689622,9531277.856898334
2,25,20,2.5,2.5,0.5,156,24,132,15.384615384615385,-770359.2838237011,-7.703592838236988,0.35408724296475996,9229640.716176301
2,25,20,2.5,2.5,0.7,156,24,132,15.384615384615385,-1063558.886975761,-10.635588869757653,0.3547630659425938,8936441.113024235
2,25,20,2.5,3.0,0.3,156,32,124,20.51282051282051,-506380.78876841767,-5.063807887684275,0.4613840107034333,9493619.211231573
2,25,20,2.5,3.0,0.5,156,32,124,20.51282051282051,-832015.2010286548,-8.3201520102866,0.46007177966126267,9167984.79897134
2,25,20,2.5,3.0,0.7,156,32,124,20.51282051282051,-1148323.8945225659,-11.483238945225626,0.4588096159951709,8851676.105477437
2,25,20,2.5,3.5,0.3,149,40,109,26.845637583892618,-469336.85595731856,-4.693368559573144,0.5701371979366485,9530663.144042686
2,25,20,2.5,3.5,0.5,149,40,109,26.845637583892618,-773335.8379992093,-7.733358379992097,0.5685908663943409,9226664.16200079
2,25,20,2.5,3.5,0.7,149,40,109,26.845637583892618,-1070291.57337298,-10.702915733729824,0.5670514305007658,8929708.426627018
2,25,25,1.5,2.0,0.3,225,23,202,10.222222222222223,-389088.4934971668,-3.890884934971724,0.3338039203600653,9610911.506502828
2,25,25,1.5,2.0,0.5,225,23,202,10.222222222222223,-640735.7543637361,-6.407357543637417,0.33414454609051286,9359264.245636258
2,25,25,1.5,2.0,0.7,225,23,202,10.222222222222223,-886341.3832659959,-8.863413832660038,0.3344920969962252,9113658.616733996
2,25,25,1.5,2.5,0.3,234,36,198,15.384615384615385,-408348.73922557617,-4.083487392255831,0.47140963641236516,9591651.260774417
2,25,25,1.5,2.5,0.5,234,36,198,15.384615384615385,-672661.4102789103,-6.726614102789219,0.47210081768579604,9327338.589721078
2,25,25,1.5,2.5,0.7,234,36,198,15.384615384615385,-930771.7302727243,-9.307717302727308,0.47281249381809887,9069228.26972727
2,25,25,1.5,3.0,0.3,241,52,189,21.57676348547718,-317530.9538486169,-3.1753095384863395,0.6760568163329804,9682469.046151366
2,25,25,1.5,3.0,0.5,241,52,189,21.57676348547718,-526202.2679845658,-5.262022679845635,0.6739072213264901,9473797.732015437
2,25,25,1.5,3.0,0.7,241,52,189,21.57676348547718,-732420.0345443953,-7.324200345444008,0.6717853146769319,9267579.9654556
2,25,25,1.5,3.5,0.3,238,64,174,26.89075630252101,-259429.0778090139,-2.5942907780901527,0.7974290087459531,9740570.922190985
2,25,25,1.5,3.5,0.5,238,64,174,26.89075630252101,-433959.4604811007,-4.339594604811128,0.7946852338521343,9566040.539518887
2,25,25,1.5,3.5,0.7,238,64,174,26.89075630252101,-609543.2550660833,-6.095432550660968,0.7919385864196016,9390456.744933903
2,25,25,2.0,2.0,0.3,197,23,174,11.6751269035533,-354565.699505311,-3.5456569950530494,0.3296225732884876,9645434.300494695
2,25,25,2.0,2.0,0.5,197,23,174,11.6751269035533,-584485.1204922698,-5.844851204922758,0.3287849214731873,9415514.879507724
2,25,25,2.0,2.0,0.7,197,23,174,11.6751269035533,-809357.9439931992,-8.093579439932014,0.3279469695843136,9190642.056006799
2,25,25,2.0,2.5,0.3,204,35,169,17.15686274509804,-376355.3824193068,-3.7635538241929565,0.48683014496780946,9623644.617580704
2,25,25,2.0,2.5,0.5,204,35,169,17.15686274509804,-620667.9444511114,-6.206679444510974,0.48653946582786306,9379332.055548903
2,25,25,2.0,2.5,0.7,204,35,169,17.15686274509804,-859803.4267454185,-8.598034267454297,0.48626244724435125,9140196.57325457
2,25,25,2.0,3.0,0.3,207,49,158,23.67149758454106,-248662.0757955406,-2.486620757955462,0.7403570868043134,9751337.924204454
2,25,25,2.0,3.0,0.5,207,49,158,23.67149758454106,-413844.22823291365,-4.138442282329201,0.737680364922676,9586155.77176708
2,25,25,2.0,3.0,0.7,207,49,158,23.67149758454106,-578474.3470050585,-5.784743470050469,0.7350127015337032,9421525.652994953
2,25,25,2.0,3.5,0.3,203,60,143,29.55665024630542,-180153.01742137643,-1.8015301742136292,0.8486261298655892,9819846.982578637
2,25,25,2.0,3.5,0.5,203,60,143,29.55665024630542,-303552.40231424384,-3.035524023142364,0.845683276597231,9696447.597685764
2,25,25,2.0,3.5,0.7,203,60,143,29.55665024630542,-429428.45718935924,-4.2942845718935505,0.8427319711972933,9570571.542810645
2,25,25,2.5,2.0,0.3,168,20,148,11.904761904761903,-371772.0975369953,-3.7177209753698293,0.3146540739602395,9628227.902463017
2,25,25,2.5,2.0,0.5,168,20,148,11.904761904761903,-612621.6276998823,-6.126216276998855,0.3141895042474821,9387378.372300114
2,25,25,2.5,2.0,0.7,168,20,148,11.904761904761903,-848003.1991512193,-8.480031991512217,0.3137279428636958,9151996.800848778
2,25,25,2.5,2.5,0.3,173,31,142,17.91907514450867,-394603.0064851502,-3.9460300648514184,0.49473867905079966,9605396.993514858
2,25,25,2.5,2.5,0.5,173,31,142,17.91907514450867,-650755.9399840459,-6.5075593998403845,0.49476211503160694,9349244.060015962
2,25,25,2.5,2.5,0.7,173,31,142,17.91907514450867,-901460.9514664412,-9.014609514664375,0.4948056053565328,9098539.048533563
2,25,25,2.5,3.0,0.3,170,41,129,24.11764705882353,-304846.54681495694,-3.048465468149353,0.6990096102713887,9695153.453185065
2,25,25,2.5,3.0,0.5,170,41,129,24.11764705882353,-506376.2552777957,-5.063762552778013,0.6959747424041519,9493623.744722199
2,25,25,2.5,3.0,0.7,170,41,129,24.11764705882353,-706444.2817345802,-7.064442817345745,0.6929659871648113,9293555.718265425
2,25,25,2.5,3.5,0.3,160,47,113,29.375,-287011.3453238597,-2.8701134532387185,0.7575603049776203,9712988.654676128
2,25,25,2.5,3.5,0.5,160,47,113,29.375,-478416.88021173,-4.784168802117333,0.7547624321561753,9521583.119788267
2,25,25,2.5,3.5,0.7,160,47,113,29.375,-669707.1815365078,-6.697071815365161,0.7519686251138076,9330292.818463484
2,30,15,1.5,2.0,0.3,241,14,227,5.809128630705394,-392634.01161685283,-3.9263401161686335,0.2543175467336977,9607365.988383137
2,30,15,1.5,2.0,0.5,241,14,227,5.809128630705394,-646313.2019883795,-6.463132019883804,0.25459234052822904,9353686.79801162
2,30,15,1.5,2.0,0.7,241,14,227,5.809128630705394,-893703.2607945735,-8.937032607945762,0.25487316702662466,9106296.739205424
2,30,15,1.5,2.5,0.3,250,28,222,11.200000000000001,-70840.09574109106,-0.7084009574109875,0.8861248213716819,9929159.904258901
2,30,15,1.5,2.5,0.5,250,28,222,11.200000000000001,-120857.49243361689,-1.2085749243362993,0.884032220207641,9879142.50756637
2,30,15,1.5,2.5,0.7,250,28,222,11.200000000000001,-173029.58928826312,-1.7302958928828314,0.8819985962653868,9826970.410711717
2,30,15,1.5,3.0,0.3,254,40,214,15.748031496062993,-70223.29916741932,-0.7022329916742817,0.9175765223807367,9929776.700832572
2,30,15,1.5,3.0,0.5,254,40,214,15.748031496062993,-120633.84318299498,-1.2063384318300523,0.9151370498522502,9879366.156816995
2,30,15,1.5,3.0,0.7,254,40,214,15.748031496062993,-173832.2718371395,-1.7383227183713577,0.9127333987228049,9826167.728162864
2,30,15,1.5,3.5,0.3,254,59,195,23.228346456692915,89108.55536861019,0.8910855536860415,1.0667499338612032,10089108.555368604
2,30,15,1.5,3.5,0.5,254,59,195,23.228346456692915,140305.57053901674,1.4030557053901815,1.0630258292177355,10140305.570539018
2,30,15,1.5,3.5,0.7,254,59,195,23.228346456692915,184915.70585530763,1.8491570585531556,1.059317475755647,10184915.705855316
2,30,15,2.0,2.0,0.3,192,14,178,7.291666666666667,-346944.16279705986,-3.4694416279704683,0.20979897686903035,9653055.837202953
2,30,15,2.0,2.0,0.5,192,14,178,7.291666666666667,-571874.7698567961,-5.718747698567994,0.20869731827081617,9428125.2301432
2,30,15,2.0,2.0,0.7,192,14,178,7.291666666666667,-791836.6740057031,-7.918366740057059,0.20759670476673153,9208163.325994294
2,30,15,2.0,2.5,0.3,201,28,173,13.930348258706468,4420.920116111869,0.044209201161097736,1.0080056596931475,10004420.92011611
2,30,15,2.0,2.5,0.5,201,28,173,13.930348258706468,4033.0296496059746,0.04033029649592936,1.0043532673220295,10004033.029649593
2,30,15,2.0,2.5,0.7,201,28,173,13.930348258706468,1022.4916496118531,0.010224916496090591,1.0007833217530087,10001022.491649609
2,30,15,2.0,3.0,0.3,201,35,166,17.412935323383085,-47518.32505382667,-0.47518325053825977,0.9384641180846958,9952481.674946174
2,30,15,2.0,3.0,0.5,201,35,166,17.412935323383085,-83116.832428989,-0.831168324290067,0.9356181044839651,9916883.167570993
2,30,15,2.0,3.0,0.7,201,35,166,17.412935323383085,-121768.81102200318,-1.2176881102200598,0.9328231416707657,9878231.188977994
2,30,15,2.0,3.5,0.3,200,48,152,24.0,33318.53902656585,0.33318539026569577,1.028219431073256,10033318.53902657
2,30,15,2.0,3.5,0.5,200,48,152,24.0,47540.27799265087,0.47540277992647145,1.0241458962059968,10047540.277992647
2,30,15,2.0,3.5,0.7,200,48,152,24.0,55435.27609087434,0.5543527609088271,1.0201063236330556,10055435.276090883
2,30,15,2.5,2.0,0.3,147,13,134,8.843537414965986,-306670.0344870214,-3.066700344870314,0.196143907117835,9693329.965512969
2,30,15,2.5,2.0,0.5,147,13,134,8.843537414965986,-506201.6581253009,-5.062016581253074,0.19515707061612347,9493798.341874693
2,30,15,2.5,2.0,0.7,147,13,134,8.843537414965986,-701883.6338044782,-7.018836338044852,0.19417493885750062,9298116.366195515
2,30,15,2.5,2.5,0.3,153,24,129,15.686274509803921,-80347.81228400767,-0.8034781228400022,0.8420360087664073,9919652.187716
2,30,15,2.5,2.5,0.5,153,24,129,15.686274509803921,-136353.22254405497,-1.3635322254405917,0.8398766757894779,9863646.77745594
2,30,15,2.5,2.5,0.7,153,24,129,15.686274509803921,-194227.14360355213,-1.942271436035447,0.8377874377918301,9805772.856396455
2,30,15,2.5,3.0,0.3,151,29,122,19.205298013245034,-157149.5132980859,-1.5714951329807194,0.7762943151891696,9842850.486701928
2,30,15,2.5,3.0,0.5,151,29,122,19.205298013245034,-263863.27242254233,-2.6386327242254093,0.774882672836807,9736136.727577459
2,30,15,2.5,3.0,0.7,151,29,122,19.205298013245034,-372010.0684138299,-3.720100684138238,0.7735215982665178,9627989.931586176
2,30,15,2.5,3.5,0.3,150,38,112,25.333333333333336,-281992.8654714436,-2.819928654714413,0.7266587860989724,9718007.134528559
2,30,15,2.5,3.5,0.5,150,38,112,25.333333333333336,-469843.3554869299,-4.698433554869406,0.7255375275519441,9530156.64451306
2,30,15,2.5,3.5,0.7,150,38,112,25.333333333333336,-657386.4548416841,-6.5738645484168075,0.7244475237619746,9342613.54515832
2,30,20,1.5,2.0,0.3,264,18,246,6.8181818181818175,-465323.4060663255,-4.653234060663171,0.2452848856142141,9534676.593933683
2,30,20,1.5,2.0,0.5,264,18,246,6.8181818181818175,-764070.7243765914,-7.640707243765779,0.24558579642841613,9235929.275623422
2,30,20,1.5,2.0,0.7,264,18,246,6.8181818181818175,-1053941.3033597223,-10.53941303359732,0.24589687897926382,8946058.696640268
2,30,20,1.5,2.5,0.3,275,33,242,12.0,-231611.19654913782,-2.3161119654912685,0.7147153639891277,9768388.803450873
2,30,20,1.5,2.5,0.5,275,33,242,12.0,-386390.9603695157,-3.8639096036951615,0.7139730760744214,9613609.039630484
2,30,20,1.5,2.5,0.7,275,33,242,12.0,-541330.2368866182,-5.4133023688662245,0.7132613163485393,9458669.763113378
2,30,20,1.5,3.0,0.3,281,47,234,16.72597864768683,-263762.21217097854,-2.6376221217097156,0.7611529663029477,9736237.787829028
2,30,20,1.5,3.0,0.5,281,47,234,16.72597864768683,-440172.773433005,-4.4017277343300725,0.7590719729525407,9559827.226566993
2,30,20,1.5,3.0,0.7,281,47,234,16.72597864768683,-616848.2477140902,-6.168482477140743,0.7570169957531608,9383151.752285926
2,30,20,1.5,3.5,0.3,275,68,207,24.727272727272727,20779.098750794074,0.20779098750792446,1.0132367383140048,10020779.098750792
2,30,20,1.5,3.5,0.5,275,68,207,24.727272727272727,24420.103146091104,0.24420103146098557,1.0093606448007333,10024420.103146099
2,30,20,1.5,3.5,0.7,275,68,207,24.727272727272727,19975.925278794486,0.1997592527880147,1.0054872387651492,10019975.925278801
2,30,20,2.0,2.0,0.3,215,18,197,8.372093023255815,-404607.07791934465,-4.046070779193454,0.23634447012296803,9595392.922080655
2,30,20,2.0,2.0,0.5,215,18,197,8.372093023255815,-665669.6924638855,-6.656696924638711,0.23530485223831504,9334330.307536129
2,30,20,2.0,2.0,0.7,215,18,197,8.372093023255815,-919989.2761725304,-9.1998927617253,0.2342681403082789,9080010.72382747
2,30,20,2.0,2.5,0.3,224,32,192,14.285714285714285,-155564.67449125834,-1.555646744912453,0.7900112445934503,9844435.325508755
2,30,20,2.0,2.5,0.5,224,32,192,14.285714285714285,-261553.3189988793,-2.615533189988956,0.7880136497607696,9738446.681001104
2,30,20,2.0,2.5,0.7,224,32,192,14.285714285714285,-369227.3839052622,-3.6922738390526733,0.7860562357934263,9630772.616094733
2,30,20,2.0,3.0,0.3,226,41,185,18.141592920353983,-227644.1937472946,-2.2764419374728946,0.7777502175609626,9772355.80625271
2,30,20,2.0,3.0,0.5,226,41,185,18.141592920353983,-381187.0104347225,-3.8118701043473,0.7754511073194997,9618812.98956527
2,30,20,2.0,3.0,0.7,226,41,185,18.141592920353983,-535953.1755835922,-5.359531755835936,0.7731783261479565,9464046.824416406
2,30,20,2.0,3.5,0.3,219,56,163,25.570776255707763,-26910.018290280364,-0.26910018290273846,0.9801944402414698,9973089.981709726
2,30,20,2.0,3.5,0.5,219,56,163,25.570776255707763,-53764.93869653111,-0.5376493869653158,0.976185066308929,9946235.061303468
2,30,20,2.0,3.5,0.7,219,56,163,25.570776255707763,-87597.34691681014,-0.8759734691682085,0.9721912504287193,9912402.65308318
2,30,20,2.5,2.0,0.3,171,15,156,8.771929824561402,-419868.84897735575,-4.198688489773572,0.19330583227344433,9580131.151022643
2,30,20,2.5,2.0,0.5,171,15,156,8.771929824561402,-690496.1236458574,-6.904961236458533,0.19251771037636561,9309503.876354147
2,30,20,2.5,2.0,0.7,171,15,156,8.771929824561402,-953911.633743199,-9.539116337431892,0.19173952782988352,9046088.36625681
2,30,20,2.5,2.5,0.3,177,26,151,14.689265536723164,-316783.2376858515,-3.167832376858499,0.5845011391634174,9683216.76231415
2,30,20,2.5,2.5,0.5,177,26,151,14.689265536723164,-525643.5454162154,-5.256435454162229,0.5844854485061648,9474356.454583777
2,30,20,2.5,2.5,0.7,177,26,151,14.689265536723164,-732519.2298631202,-7.325192298631183,0.5845051118388367,9267480.770136882
2,30,20,2.5,3.0,0.3,177,34,143,19.2090395480226,-406699.2231579032,-4.066992231578976,0.6054539817960041,9593300.776842102
2,30,20,2.5,3.0,0.5,177,34,143,19.2090395480226,-672851.042081445,-6.728510420814492,0.6045023828073042,9327148.95791855
2,30,20,2.5,3.0,0.7,177,34,143,19.2090395480226,-934894.6298987567,-9.348946298987455,0.6035978376668212,9065105.370101254
2,30,20,2.5,3.5,0.3,167,43,124,25.748502994011975,-377047.30090592755,-3.770473009059336,0.6943023431107453,9622952.699094066
2,30,20,2.5,3.5,0.5,167,43,124,25.748502994011975,-625719.2232405688,-6.25719223240573,0.6925974451091871,9374280.776759427
2,30,20,2.5,3.5,0.7,167,43,124,25.748502994011975,-872017.077999034,-8.720170779990404,0.6909127453358819,9127982.92200096
2,30,25,1.5,2.0,0.3,280,23,257,8.214285714285714,-469996.5787807822,-4.699965787807852,0.2927910885783521,9530003.421219215
2,30,25,1.5,2.0,0.5,280,23,257,8.214285714285714,-771690.2020797292,-7.716902020797282,0.29346238811823,9228309.797920272
2,30,25,1.5,2.0,0.7,280,23,257,8.214285714285714,-1064375.3229960385,-10.643753229960408,0.29414085029935283,8935624.67700396
2,30,25,1.5,2.5,0.3,291,40,251,13.745704467353953,-226592.7286275637,-2.26592728627583,0.7381002696090524,9773407.271372417
2,30,25,1.5,2.5,0.5,291,40,251,13.745704467353953,-378244.81518831337,-3.7824481518831665,0.737419254093251,9621755.184811683
2,30,25,1.5,2.5,0.7,291,40,251,13.745704467353953,-530227.2263563168,-5.302272263563406,0.7367689305417017,9469772.77364366
2,30,25,1.5,3.0,0.3,299,58,241,19.39799331103679,-188859.4965098556,-1.8885949650986307,0.8375402490950181,9811140.503490137
2,30,25,1.5,3.0,0.5,299,58,241,19.39799331103679,-317630.5317116305,-3.1763053171162867,0.8351553674015464,9682369.468288371
2,30,25,1.5,3.0,0.7,299,58,241,19.39799331103679,-448508.0661981064,-4.48508066198105,0.8327941699759609,9551491.933801895
2,30,25,1.5,3.5,0.3,292,79,213,27.054794520547947,79657.3380659842,0.7965733806598931,1.0483831866994031,10079657.33806599
2,30,25,1.5,3.5,0.5,292,79,213,27.054794520547947,122322.54254198493,1.223225425419975,1.044647161750065,10122322.542541998
2,30,25,1.5,3.5,0.7,292,79,213,27.054794520547947,156606.0780279478,1.5660607802795248,1.040907820663081,10156606.078027952
2,30,25,2.0,2.0,0.3,232,23,209,9.913793103448276,-405302.7494349824,-4.053027494349852,0.3003462400847677,9594697.250565015
2,30,25,2.0,2.0,0.5,232,23,209,9.913793103448276,-666890.7135785827,-6.668907135785875,0.29965863816585014,9333109.286421413
2,30,25,2.0,2.0,0.7,232,23,209,9.913793103448276,-921778.9100092449,-9.217789100092501,0.2989703997093817,9078221.08999075
2,30,25,2.0,2.5,0.3,241,39,202,16.182572614107883,-140245.24984843936,-1.402452498484254,0.8238015605740457,9859754.750151575
2,30,25,2.0,2.5,0.5,241,39,202,16.182572614107883,-236397.29489912,-2.3639729489910604,0.8218215229038898,9763602.705100894
2,30,25,2.0,2.5,0.7,241,39,202,16.182572614107883,-334539.06009248924,-3.3453906009250876,0.8198823212438818,9665460.939907491
2,30,25,2.0,3.0,0.3,244,53,191,21.721311475409834,-72154.74769072165,-0.7215474769072234,0.9334034300196299,9927845.252309278
2,30,25,2.0,3.0,0.5,244,53,191,21.721311475409834,-125385.60883033555,-1.2538560883032903,0.9303800518644415,9874614.391169671
2,30,25,2.0,3.0,0.7,244,53,191,21.721311475409834,-182597.5574777699,-1.8259755747776107,0.9273744905976365,9817402.442522239
2,30,25,2.0,3.5,0.3,236,68,168,28.8135593220339,138253.44184021628,1.3825344184023143,1.096011765036144,10138253.441840231
2,30,25,2.0,3.5,0.5,236,68,168,28.8135593220339,221487.0685194498,2.214870685194563,1.0921944674649469,10221487.068519456
2,30,25,2.0,3.5,0.7,236,68,168,28.8135593220339,297444.7727074693,2.9744477270746605,1.0883772848597277,10297444.772707466
2,30,25,2.5,2.0,0.3,188,20,168,10.638297872340425,-400204.2816026348,-4.002042816026397,0.29875734739363674,9599795.71839736
2,30,25,2.5,2.0,0.5,188,20,168,10.638297872340425,-658780.237046124,-6.5878023704612625,0.29837817842106323,9341219.762953874
