momentum_weight,short_mom_weight,volatility_weight,volume_weight,target_count,total_return,sharpe_ratio,sortino_ratio,max_drawdown,win_rate,profit_factor,calmar_ratio,volatility
0.2,0.2,0.5,0.2,20,4.965980059869168,1.0784474530664598,2.4087943408588437,-4.023926176737424,44.680851063829785,1.8592669598939733,2.612108023162992,6.711441258704025
0.5,0.1,0.1,0.2,10,6.503508543895697,1.075437520383908,2.2068267300375846,-4.296363804602876,46.42857142857143,1.8774162811090724,3.2294764743340485,9.756384879492566
0.2,0.4,0.3,0.2,10,6.063598668496439,1.0710566539956436,2.4082385686674597,-5.320405899199542,50.0,2.1098885614415432,2.4259778285758182,8.92495690693124
0.2,0.1,0.4,0.1,15,5.098811857587382,1.0673987096944642,2.392404321892285,-4.132877306064852,44.44444444444444,1.7550343008920153,2.613073561578235,7.047217774767798
0.3,0.2,0.4,0.1,20,4.891850908053308,1.0620601708810327,2.238256344389612,-4.116086897525784,37.254901960784316,1.6784068904044027,2.5145362543173055,6.67567204993946
0.3,0.3,0.5,0.1,15,5.332111499592473,1.0583567062908397,2.1813432036181974,-4.23289793399192,37.83783783783784,1.6548161876005378,2.6712914148998284,7.577277112389409
0.3,0.3,0.1,0.2,10,6.8215869882005675,1.0564545502070783,2.2383728725623504,-4.3542377922989095,46.42857142857143,2.1169880136773505,3.347874497886418,10.594917179489581
0.2,0.2,0.1,0.1,20,5.2168574505685905,1.0552211028878236,2.213952478504748,-4.013352112630231,45.09803921568628,1.8395197045215712,2.75487830947884,7.370754679169058
0.4,0.1,0.2,0.2,10,6.373841119771018,1.055119380854397,2.198878671042771,-4.764081880290916,53.57142857142857,1.8974452519337464,2.852446805924153,9.700466796063415
0.5,0.2,0.3,0.2,10,6.240842878439157,1.0543845599701596,2.161340191918965,-4.612251360413255,50.0,1.987354950690064,2.882891277475813,9.43893214416407
0.4,0.2,0.4,0.2,15,5.329543051245711,1.0495482925199495,2.2602746023000178,-4.166872262085031,43.24324324324324,1.826819518461561,2.712275850715007,7.640471406335584
0.5,0.2,0.2,0.2,20,5.230876665184558,1.0492752925501139,2.156775803839171,-3.943609623976263,44.44444444444444,1.8443766791765874,2.81133632391191,7.444036990147007
0.5,0.4,0.2,0.2,20,5.224950545538776,1.0485137133884268,2.1671638365980095,-3.965972476235513,44.230769230769226,1.858914343635479,2.792231376425324,7.437892792651439
0.2,0.2,0.3,0.2,20,4.876650476407707,1.0441182125779966,2.2588692722926633,-4.062965131261187,44.680851063829785,1.8521452498033792,2.539297114775381,6.7673812455368205
0.2,0.4,0.2,0.2,20,5.105504930850535,1.0363727067126007,2.1267952261388055,-3.8957106007601716,48.93617021276596,1.9585843473626612,2.7758898867892956,7.288016481697479
0.2,0.4,0.4,0.0,15,5.136502042823787,1.0350500329157613,2.1336465982374113,-4.390844494002833,40.0,1.6342100747574253,2.4782172367617723,7.36121062301271
0.5,0.3,0.1,0.2,20,5.05173528737255,1.0329360737811422,2.1039020257387793,-3.909544845559365,43.13725490196079,1.7450481103244668,2.736173314920105,7.2040890419926225
0.2,0.3,0.1,0.2,20,4.906201638243135,1.0326335664522932,2.128902025412849,-3.8769837386488204,49.01960784313725,1.79799978068293,2.677644771323896,6.908590468784065
0.4,0.3,0.5,0.2,20,4.8565310471268885,1.0325533113519807,2.1836809150407626,-4.143504301642209,43.13725490196079,1.7116425944491238,2.4794082211508663,6.807587583929374
0.3,0.4,0.4,0.2,10,5.815798674814365,1.028329818804889,2.3359317253860863,-5.666685371255853,50.0,1.9949835392512754,2.18185577375755,8.816387641999388
0.6,0.1,0.3,0.2,10,6.106924585262896,1.027771571433258,2.034399059042448,-4.249745927815008,44.827586206896555,1.788442577392643,3.0595515160566173,9.429306921783889
0.3,0.3,0.4,0.2,10,5.903166419887151,1.0249840639103618,2.3582311166515924,-5.390651269235391,52.17391304347826,2.0438925989829313,2.3290855886292228,9.02966409777914
0.3,0.2,0.4,0.2,20,4.701555456406181,1.0241716593694397,2.2113719153790643,-4.0760360410433405,43.75,1.7455169512017008,2.438057516057669,6.54791027008373
0.2,0.1,0.4,0.0,20,4.7433062797617165,1.02359254320696,2.2738014469871235,-2.776392025317387,48.717948717948715,1.5026104206759576,3.611893172666918,6.6376351157965825
0.4,0.2,0.1,0.2,20,5.0078030490020575,1.02354675613635,2.0928988939369177,-3.940322235589666,44.0,1.80792090971007,2.6905794952927673,7.184353507031828
0.2,0.4,0.4,0.1,20,4.838213799389934,1.021535244421092,2.180618656506776,-4.16153450919321,40.816326530612244,1.8119699217418317,2.4591212891372742,6.848331972650991
0.2,0.3,0.1,0.2,15,5.403810607370918,1.0204969054916118,2.1011434910389317,-3.955489061260664,48.64864864864865,1.9386410306175343,2.8981503050414124,8.03073074001458
0.2,0.4,0.4,0.2,20,4.963099811806715,1.0197401334187373,2.2531249287649686,-4.0827468634137665,44.89795918367347,1.7772310280564636,2.572943422194591,7.119892683855489
0.4,0.3,0.1,0.2,20,5.086698071628337,1.0149187673558853,2.0584658431955996,-3.9568726851344493,45.09803921568628,1.8347673250755794,2.7226498081227577,7.414955961764245
0.2,0.1,0.2,0.2,20,4.9140198205475105,1.0139695972583243,2.1525050894729234,-3.8724874849994095,46.93877551020408,1.8218184539801936,2.6851344509500237,7.061290915504367
0.2,0.4,0.3,0.1,20,4.889308178514651,1.0134852363025109,2.2167352036071684,-4.156608732131739,45.09803921568628,1.8276774450336324,2.48869550478503,7.013136482123304
0.5,0.4,0.4,0.2,15,5.303679340309064,1.0120286599398125,2.232844641677792,-4.253642163883509,48.717948717948715,1.8537926197754542,2.6437004063104386,7.892485022008769
0.4,0.4,0.5,0.1,20,4.796247732858605,1.0110572987311406,2.1763571175751504,-4.143207311558439,39.21568627450981,1.6417574404214932,2.4480415047423145,6.8366262698163105
0.3,0.4,0.3,0.2,20,4.86738363310506,1.0097121829630367,2.1841389713710497,-4.166174662211553,47.91666666666667,1.8434149328382727,2.471566009696283,6.995389807540795
0.3,0.1,0.4,0.2,20,4.708350717979126,1.0094675313939931,2.258890951923821,-4.050770310408868,42.5531914893617,1.7553371120149353,2.4568967504367047,6.663955646284518
0.4,0.1,0.3,0.2,20,5.048066119094652,1.0092795544526278,2.0754935792521794,-4.003037344719395,42.30769230769231,1.7814234941967997,2.6702772241700368,7.378221351255202
0.5,0.1,0.4,0.2,10,5.755661674460888,1.0074815082470574,2.1333737262723904,-4.236168484871394,53.84615384615385,1.895237197248618,2.8875727177139487,8.889524539673618
0.2,0.4,0.5,0.1,15,5.006355479623958,1.0073333527343442,2.250852731866049,-4.185600107747178,41.66666666666667,1.7646344937782088,2.532159269863467,7.305311300501277
0.2,0.4,0.3,0.1,15,4.943068149523233,1.0024881625987514,2.1579866734118442,-4.271975334561839,42.857142857142854,1.7070989314814586,2.448795032115776,7.209601060615577
0.5,0.3,0.1,0.1,10,5.928497071259731,1.0019742658070372,2.066290216311712,-4.304192962785846,40.0,1.7205249298878673,2.929889982282122,9.31381460876189
0.2,0.3,0.2,0.2,10,6.205272394997752,0.9991269400400405,2.219654258804139,-6.419860019075074,46.42857142857143,2.01112368734863,2.058987271437225,9.938723344798793
0.3,0.4,0.5,0.1,15,5.179406191397429,0.9981810946244174,2.07454787825547,-4.247775762207773,39.473684210526315,1.626759771523956,2.583657074891343,7.746630670135985
0.3,0.1,0.3,0.2,15,5.385200115934352,0.9935390096552176,2.170862156565621,-4.225607457345015,47.368421052631575,1.9567507631898629,2.703285104192236,8.227584887376867
0.2,0.4,0.3,0.2,20,4.771225162285497,0.9915428768230443,2.125227019628086,-4.1122854908787865,45.83333333333333,1.8701241840098843,2.4532629372370995,6.927739912044403
0.5,0.4,0.5,0.2,10,5.879005798423997,0.9888707065399645,2.085468240656325,-5.371630658089133,44.0,1.7906146112616408,2.327476164439492,9.341645025542537
0.4,0.4,0.2,0.2,20,4.788665037796269,0.9745918083863643,2.0367992322982214,-4.022519267262947,46.0,1.758602873125753,2.5174048996007454,7.095732213202243
0.3,0.3,0.5,0.2,20,4.686378341367892,0.9689974758649398,2.1006294384805315,-4.044295241485651,44.0,1.806937449045445,2.449067053538036,6.915255926794991
0.4,0.1,0.4,0.2,20,4.772745574950754,0.9674460870305648,2.058739071389851,-4.054072817290977,46.15384615384615,1.7487571987146375,2.4893021162521656,7.117241709330578
0.4,0.2,0.5,0.2,15,4.967652149671942,0.9612291692630093,2.1034329373172262,-4.2587418347795225,42.857142857142854,1.7597256715770977,2.468935787588038,7.599253320913844
0.2,0.1,0.3,0.1,20,4.6205834927296685,0.9600528404442376,2.0322119878404856,-4.062159453751368,37.254901960784316,1.721522990989814,2.403242900326885,6.839055471206838
0.3,0.1,0.4,0.0,20,4.595651847238491,0.9584438908827148,1.9578611467708196,-3.206582750376241,46.808510638297875,1.5134781966257145,3.0276540357794146,6.796123438097017
0.3,0.4,0.4,0.2,20,4.667908554611833,0.9570257022567552,2.1024523600947767,-4.153632234487614,44.230769230769226,1.6897141654113685,2.3749738634127495,6.967392940706254
0.2,0.4,0.5,0.0,20,4.53038995668944,0.956750282924034,2.080902244283228,-3.793593274590479,38.297872340425535,1.4767924505783148,2.5219656551366554,6.663891367883498
0.2,0.4,0.1,0.2,10,5.77164876380134,0.9551022975785549,2.143764644223649,-4.632401548451092,44.44444444444444,1.9369070623637394,2.648137025330881,9.463619263036136
0.3,0.4,0.4,0.0,15,5.025427666484483,0.9549570798225687,1.9538210854532514,-4.274668597228459,45.0,1.6148173964138195,2.4890898719491945,7.7834271415103355
0.4,0.1,0.1,0.1,10,5.939038060039481,0.952999203898036,2.0005516054555637,-4.296020207188478,42.857142857142854,1.7885767034700732,2.9408430984200153,9.86921983594593
0.4,0.1,0.4,0.2,15,5.106003403349901,0.9500635682374861,2.0337270501273887,-4.210846125997536,45.94594594594595,1.8260236361356015,2.568402428014043,8.008652626502466
0.2,0.3,0.3,0.2,20,4.6187472500914595,0.9464088168393384,2.0773066423125757,-4.066719915569372,42.5531914893617,1.7873103321980273,2.3995710069118004,6.941052881391177
0.4,0.1,0.2,0.2,20,4.888946815682882,0.9459487571277344,1.9908373360963985,-3.9493177337603047,42.0,1.8426177602815246,2.6191231564069564,7.554936044659123
0.4,0.2,0.5,0.2,20,4.470018339904924,0.9411975823358867,2.122040159511684,-4.122314683583916,42.0,1.6336341650312651,2.2892133686803553,6.645945172055047
0.6,0.4,0.1,0.2,15,5.1477428932268365,0.9380930182497873,2.012887740744086,-4.272751197282176,43.90243902439025,1.776671675314892,2.5524338573662777,8.216154529867449
0.6,0.4,0.5,0.1,20,4.547192900171959,0.9380199698738018,1.997202422153758,-4.226659054700688,41.81818181818181,1.561092103586783,2.2721574464420002,6.845616685533056
0.3,0.4,0.1,0.2,10,6.066041176975512,0.9363067136390539,2.0745673368703015,-5.069543281860501,48.148148148148145,2.116757531782787,2.5470832187017582,10.361415630969129
0.2,0.1,0.2,0.1,10,5.526560158656713,0.9358380075355556,2.026747832469429,-5.2583630591388815,52.17391304347826,1.7672321867029233,2.2310075337722615,9.112236870754003
0.6,0.3,0.4,0.2,15,4.952434629017088,0.9353064430738027,1.981856276395092,-4.267599726207516,42.5,1.6174259732607723,2.4560699913246755,7.794103486975177
0.4,0.4,0.4,0.2,20,4.6103079064218955,0.9346390726126808,1.97574836400499,-4.1591703778943945,44.230769230769226,1.6420037313604483,2.3418434358427334,7.016519796806761
0.3,0.1,0.3,0.2,10,5.203129227676828,0.9322738852740204,2.108628607983838,-4.853098031524916,52.17391304347826,1.88119537007039,2.2720369365149815,8.399970239613573
0.6,0.3,0.3,0.2,15,5.042710981493181,0.9305046874168957,1.9805423855150193,-4.25660359353418,45.0,1.7170973837833206,2.5084749914185274,8.046617622880154
0.5,0.4,0.1,0.2,20,4.622230795226523,0.9287364689034411,1.9307284849917854,-3.987269166598273,41.509433962264154,1.6858584017825347,2.4492752858075604,7.092286604727362
0.3,0.3,0.3,0.2,10,5.5258269227927315,0.9254817141380937,2.0644516453444117,-5.843316754898719,48.0,1.936801862418773,2.007395311810399,9.223234487444119
0.3,0.2,0.1,0.2,10,5.859241198563314,0.923852827744373,2.066335141981151,-5.262924293488503,50.0,1.8706825513740213,2.3673225751086053,10.027869581231881
0.4,0.2,0.2,0.2,20,4.584133078712682,0.9216035626526554,1.9825122135303852,-3.928180457060504,41.509433962264154,1.6168610552814384,2.465138829235971,7.063072142708772
0.2,0.2,0.1,0.2,15,5.031681691246126,0.9209853609122011,2.0139694781207282,-3.9607833015616323,44.73684210526316,1.8706590796892297,2.6897762638359004,8.111671515451103
0.3,0.1,0.1,0.2,10,5.774087481598156,0.9201246225603058,2.0838928250631437,-5.190553388740426,48.275862068965516,1.7287652508049232,2.3644053022471647,9.870803487644448
0.2,0.3,0.5,0.2,15,4.8074519135608895,0.919916499425552,2.0042381526533366,-4.173197328357303,41.66666666666667,1.9547411832264667,2.4362682760327345,7.597368637672891
0.3,0.4,0.3,0.2,10,5.492959846517964,0.914337796055715,2.045974531944711,-5.908254040744065,44.0,1.9186375169822534,1.9731881896949124,9.269809510803857
0.4,0.3,0.5,0.2,10,5.387157475959126,0.9134332425395765,1.9977757419131839,-5.356711960770577,52.17391304347826,1.7795747093171916,2.1332656002767396,9.028253998462823
0.2,0.2,0.4,0.2,20,4.286456169587072,0.9127985337956128,2.019406377914795,-4.090393259239566,43.75,1.6869066367070074,2.2102273600739846,6.439901595679204
0.2,0.2,0.2,0.1,20,4.518558773950487,0.9118156410207535,1.9270568497475444,-4.1586248094402585,44.230769230769226,1.6266141310531659,2.294446038396885,6.991389108910466
0.4,0.2,0.1,0.2,15,4.822902348564506,0.9089089980395906,1.9999742022736406,-4.161272359682078,46.15384615384615,1.7194414856539613,2.4512986313580636,7.7344380489770685
0.3,0.2,0.3,0.2,10,5.541031210812886,0.908326767299644,2.033605564945303,-5.638063459996811,52.0,2.048787361936483,2.0863628221616994,9.45344188276514
0.2,0.2,0.2,0.1,10,5.476209616003747,0.9078813501197512,1.9514456158174183,-5.616210728326432,42.30769230769231,1.7466793237106497,2.069284907658175,9.30347555226312
0.3,0.1,0.5,0.2,15,4.673306619183437,0.9078596332430878,1.9325282488203932,-4.217230211715739,45.714285714285715,1.7863707946466727,2.3419287342313684,7.389992181158389
0.4,0.1,0.1,0.2,15,5.016238377932547,0.90708734332306,1.9367369821143754,-3.9488488940896627,45.0,1.7136165049949903,2.6894097043063203,8.211610690778274
0.3,0.4,0.5,0.2,20,4.529426442424711,0.9017167374532092,1.9825486490264606,-4.12455979518681,44.89795918367347,1.7770295506147558,2.319090953644666,7.101951284258617
0.3,0.4,0.1,0.2,20,4.559205996042759,0.8999063213379941,1.8818665787348121,-3.9600810101263484,47.05882352941176,1.7282067716200336,2.431669279543785,7.188798603134591
0.5,0.3,0.3,0.2,15,4.8506321429029775,0.8988731898608089,1.9639509013304597,-4.370843950220193,45.0,1.6843556827232018,2.347520594745964,7.895479262029373
0.2,0.3,0.3,0.1,15,4.7553068548425115,0.8968841123039804,1.9588056805398226,-4.261344617429097,40.0,1.6526875192085642,2.359355888314865,7.685241471802328
0.2,0.1,0.1,0.2,20,4.6524851536387635,0.8966892533243047,1.892152854874682,-3.7905493218843067,47.16981132075472,1.8145206241450693,2.5936573542954187,7.440382574973439
0.3,0.1,0.3,0.2,20,4.4070969857925135,0.8945766233016443,1.9977382619555197,-4.082120901019448,42.0,1.6579786991083247,2.2784674027767684,6.870058546237826
0.4,0.3,0.1,0.2,15,4.847429251130397,0.8943395056952538,1.9408717134942943,-4.188001620685045,45.23809523809524,1.6576232038740935,2.448351649729172,7.931837648684185
0.3,0.4,0.4,0.1,20,4.508724527773911,0.8926443323072547,1.9533469660125031,-4.132953398874594,39.21568627450981,1.7135843465647826,2.3035553653715515,7.130460147629117
0.3,0.2,0.1,0.2,20,4.519734182564261,0.8920318650205034,1.856095165292801,-3.9801417131170136,45.09803921568628,1.7836825712464977,2.39797506695615,7.162788993625013
0.3,0.1,0.2,0.2,20,4.600296847074659,0.8918834911036833,1.877880402798052,-3.9699251365084676,45.09803921568628,1.6676841969672438,2.448023576748257,7.358137907864728
0.3,0.1,0.5,0.0,20,4.154755776113839,0.8904546698838411,1.9042647501818328,-3.278554640881748,48.837209302325576,1.440682548113532,2.670970539319047,6.298312656514438
0.2,0.1,0.1,0.2,10,5.867437976860912,0.8896501635305838,1.8592450605082413,-5.602580296633041,56.00000000000001,2.0741883752167416,2.2270090468115082,10.485198204868924
0.3,0.2,0.1,0.1,20,4.626048033048535,0.8886562518241097,1.8592572602722057,-3.9986715198353395,44.44444444444444,1.7074143944385722,2.4443564948790866,7.449754079399304
0.5,0.2,0.1,0.2,20,4.573205764420396,0.886344064949464,1.8377324076746486,-3.9133702245312096,43.39622641509434,1.6605084178157652,2.468429637261559,7.342598473957583
0.6,0.2,0.1,0.2,10,5.544442287514051,0.8850897305899769,1.8333370175412458,-4.249185369185582,42.857142857142854,1.690619005593821,2.770059182098268,9.741429727449018
0.3,0.4,0.5,0.0,20,4.380667091862223,0.8847328867295794,1.8620240323320627,-3.816651718576203,36.53846153846153,1.4881938341781322,2.4219998951439936,6.888991347419295
0.3,0.4,0.3,0.1,20,4.365360169053312,0.8836326480582242,1.9246262980203002,-4.153006279276362,43.13725490196079,1.5986575227311965,2.2178865675793893,6.861169872702801
0.5,0.2,0.4,0.0,15,4.773520268200615,0.883250585032172,1.7983646103531044,-4.40427543972004,44.44444444444444,1.4977508058238933,2.2917482846960033,7.860669181273525
0.4,0.1,0.1,0.2,20,4.537170843561089,0.8819770249249789,1.8338073901099239,-3.929060211703894,44.230769230769226,1.6729049005388126,2.4387433426876384,7.294281789516814
0.2,0.1,0.2,0.2,15,4.748507514135514,0.8808270795647515,1.9533568254659717,-3.9881636119457498,45.714285714285715,1.9246366691789139,2.5172734972139144,7.822104109442971
0.3,0.4,0.3,0.1,10,5.585079211839106,0.8807431692480486,1.9417529683639176,-4.475996867534759,42.857142857142854,1.6885426345898726,2.6495227906439234,9.895608343344144
0.2,0.4,0.5,0.2,20,4.26333880720331,0.8805339006389539,1.947673743232884,-4.038961955533294,41.66666666666667,1.6431170083995952,2.226032432748647,6.638574497724443
0.2,0.2,0.4,0.1,20,4.330060856924778,0.88007397200482,1.9444854567655492,-4.001720993251934,38.0,1.6832946955148096,2.2827024986577737,6.804882445630953
0.3,0.2,0.2,0.2,15,4.992236690154761,0.8795260521355536,1.9545750003680382,-4.426105143336323,42.10526315789473,1.845641056112944,2.3876393316712616,8.436088219103691
0.2,0.2,0.3,0.1,20,4.368092243246191,0.8795058915619136,1.9080551200046563,-4.1718781388754955,40.816326530612244,1.6531307081691415,2.2092669371339144,6.902763443276511
0.5,0.2,0.1,0.2,10,5.539098116512586,0.8786624974958122,1.842764947690249,-4.297035693661366,46.42857142857143,1.7261293555456159,2.736496864127109,9.807410615532685
0.2,0.2,0.3,0.1,15,4.78909046832352,0.8759465980786083,1.9128875002307246,-4.881986928132676,40.0,1.7053007134468225,2.074407787383079,7.970419128123764
0.5,0.2,0.3,0.2,15,4.804037080498924,0.8749205169099036,1.8836534019055986,-4.315594734034589,45.0,1.6711095171447012,2.354166001210319,8.017925181581784
0.2,0.4,0.2,0.1,10,5.13047241625606,0.8704862582196334,2.0131939675786654,-4.514045196824446,50.0,1.8602662590877073,2.407674941250443,8.878610653922253
0.2,0.2,0.2,0.2,10,5.541709893140978,0.8680157098705213,1.9076807216771205,-6.04919808192157,48.0,2.0164110079652042,1.9448078717671877,9.949564126197835
0.2,0.3,0.5,0.2,20,4.176589946407372,0.8671137779567487,1.9576446234095661,-4.047075887667906,43.47826086956522,1.6532797889593154,2.175383680035432,6.535108965938149
0.6,0.2,0.5,0.0,15,4.580004516108227,0.8656276768588693,1.7398777016572786,-4.233476102322342,44.18604651162791,1.4795309539582546,2.2852571521471106,7.55214027937865
0.4,0.1,0.1,0.0,20,4.512252294300567,0.8631902656851971,1.7450123572925944,-4.272620831311514,42.592592592592595,1.5719613861961037,2.230038921638091,7.405536520604543
0.2,0.2,0.1,0.2,10,5.462409478149177,0.8627352203538211,1.8445020558751017,-6.196168624379139,46.15384615384615,1.901599316434196,1.8707409283047443,9.815785431308738
0.4,0.2,0.1,0.0,20,4.554934079555029,0.8625797374072863,1.7777006103982933,-4.375558663797873,42.592592592592595,1.5647516011276803,2.1986611918183825,7.518153783532654
0.5,0.2,0.3,0.0,20,4.433899431242927,0.8615060525383849,1.7643407022474302,-4.252392224565337,45.28301886792453,1.5555038815661961,2.200843215619279,7.2247427839116956
0.5,0.4,0.3,0.2,15,4.636680501433532,0.8592445709332651,1.8554016710965893,-4.250161262075636,46.15384615384615,1.7028910600343006,2.3051324185982747,7.756096223565395
0.5,0.1,0.1,0.1,20,4.422004026434978,0.8582132477132436,1.765350005176624,-3.935925411047858,44.230769230769226,1.629064070765857,2.3712754390677273,7.224840728877561
